timestamp,open,high,low,close,volume,RSI,symbol,fundingRate,markPrice
2024-11-22 03:00:00,257.92000000,264.39000000,257.01000000,262.48,533317.88000000,,,,
2024-11-22 04:00:00,262.48000000,262.80000000,260.05000000,260.82,225432.92000000,,,,
2024-11-22 05:00:00,260.81000000,262.59000000,259.50000000,260.53,171015.51700000,,,,
2024-11-22 06:00:00,260.52000000,261.13000000,257.84000000,259.15,204908.50600000,,,,
2024-11-22 07:00:00,259.15000000,261.01000000,258.45000000,259.22,257763.99600000,,,,
2024-11-22 08:00:00,259.23000000,260.96000000,258.54000000,259.82,139695.90700000,,SOLUSDT,0.00022593,259.37145809
2024-11-22 09:00:00,259.83000000,259.97000000,258.30000000,258.47,187277.30100000,,,,
2024-11-22 10:00:00,258.46000000,259.02000000,256.50000000,257.21,159790.86900000,,,,
2024-11-22 11:00:00,257.21000000,259.51000000,256.23000000,259.26,152761.27100000,,,,
2024-11-22 12:00:00,259.26000000,260.35000000,258.50000000,259.96,157888.75500000,,,,
2024-11-22 13:00:00,259.95000000,259.99000000,252.93000000,254.96,474661.12500000,,,,
2024-11-22 14:00:00,254.96000000,257.03000000,252.48000000,253.34,277148.20800000,,,,
2024-11-22 15:00:00,253.35000000,256.65000000,252.85000000,256.38,256228.17600000,,,,
2024-11-22 16:00:00,256.38000000,256.38000000,253.92000000,255.16,195528.75900000,34.575626073720116,,,
2024-11-22 17:00:00,255.15000000,255.99000000,253.91000000,254.37,172023.51900000,32.69919763682775,,,
2024-11-22 18:00:00,254.37000000,255.06000000,251.47000000,252.9,185159.01500000,29.491897546286992,,,
2024-11-22 19:00:00,252.91000000,255.37000000,251.48000000,254.04,189840.51200000,34.83040351061838,,,
2024-11-22 20:00:00,254.04000000,255.44000000,253.28000000,255.15,128932.50800000,39.62386072205774,,,
2024-11-22 21:00:00,255.16000000,257.91000000,253.59000000,257.26,138261.45900000,47.52516939372631,,,
2024-11-22 22:00:00,257.26000000,257.48000000,254.60000000,254.84,116881.99600000,40.91210031849271,,,
2024-11-22 23:00:00,254.84000000,256.90000000,254.46000000,256.9,109582.03100000,47.596688480568766,,,
2024-11-23 00:00:00,256.90000000,257.73000000,255.30000000,255.45,166597.16400000,43.837394402898646,SOLUSDT,0.0001,257.03697866
2024-11-23 01:00:00,255.46000000,257.74000000,254.55000000,256.57,184075.34000000,47.29978944177945,,,
2024-11-23 02:00:00,256.57000000,256.66000000,253.34000000,254.26,152639.97300000,41.6029712693689,,,
2024-11-23 03:00:00,254.25000000,257.34000000,253.46000000,257.2,169360.70500000,49.87721612742669,,,
2024-11-23 04:00:00,257.20000000,264.00000000,256.90000000,262.11,598828.75500000,60.05622643917818,,,
2024-11-23 05:00:00,262.10000000,263.49000000,258.13000000,259.9,210183.21500000,54.67417241219939,,,
2024-11-23 06:00:00,259.89000000,260.30000000,258.54000000,259.21,138149.10400000,53.07490624840893,,,
2024-11-23 07:00:00,259.21000000,260.48000000,257.42000000,258.26,118411.34300000,50.868689008756526,,,
2024-11-23 08:00:00,258.27000000,259.46000000,257.50000000,257.98,132120.40600000,50.206265004303745,SOLUSDT,0.00028946,258.45000000
2024-11-23 09:00:00,257.97000000,259.07000000,257.42000000,258.16,90883.93700000,50.65116416416956,,,
2024-11-23 10:00:00,258.16000000,258.83000000,256.50000000,256.76,141620.27300000,47.124426364593944,,,
2024-11-23 11:00:00,256.77000000,257.36000000,255.80000000,256.14,117034.28600000,45.609851529396096,,,
2024-11-23 12:00:00,256.13000000,258.30000000,255.91000000,257.55,145862.11800000,49.57875326535277,,,
2024-11-23 13:00:00,257.56000000,260.18000000,257.54000000,259.79,206550.53600000,55.17485263105955,,,
2024-11-23 14:00:00,259.79000000,263.37000000,258.70000000,262.83,406475.81200000,61.43116726261855,,,
2024-11-23 15:00:00,262.82000000,263.60000000,259.52000000,259.71,304944.19000000,53.22110523342098,,,
2024-11-23 16:00:00,259.71000000,260.30000000,254.72000000,256.64,503432.19500000,46.61891149122919,SOLUSDT,0.00025577,259.94000000
2024-11-23 17:00:00,256.65000000,258.16000000,254.76000000,257.21,313033.62400000,47.91093989153764,,,
2024-11-23 18:00:00,257.20000000,257.21000000,255.35000000,256.14,110830.00500000,45.67599775766676,,,
2024-11-23 19:00:00,256.15000000,256.72000000,254.15000000,254.39,130667.53800000,42.208099523124666,,,
2024-11-23 20:00:00,254.38000000,255.49000000,252.69000000,255.46,186507.00700000,44.9597249232659,,,
2024-11-23 21:00:00,255.47000000,255.76000000,254.21000000,255.33,129442.12300000,44.68137371665031,,,
2024-11-23 22:00:00,255.34000000,256.06000000,254.50000000,254.95,82084.75400000,43.82721560267418,,,
2024-11-23 23:00:00,254.96000000,255.32000000,252.90000000,254.89,97048.82400000,43.68521226857639,,,
2024-11-24 00:00:00,254.90000000,258.38000000,254.49000000,258.15,134763.64300000,52.66016958694511,,,
2024-11-24 01:00:00,258.15000000,259.78000000,257.88000000,258.67,159967.89800000,53.92164088205178,,,
2024-11-24 02:00:00,258.68000000,259.52000000,258.16000000,258.41,93401.06900000,53.158892514297676,,,
2024-11-24 03:00:00,258.41000000,259.15000000,257.32000000,258.57,99729.75800000,53.59392763397265,,,
2024-11-24 04:00:00,258.58000000,259.20000000,255.64000000,256.86,86145.13500000,48.4182516734476,,,
2024-11-24 05:00:00,256.86000000,257.25000000,254.06000000,255.15,108786.63900000,43.857085037230796,,,
2024-11-24 06:00:00,255.16000000,256.48000000,254.16000000,256.15,81863.77400000,47.00135737654901,,,
2024-11-24 07:00:00,256.15000000,256.70000000,255.47000000,256.63,48906.57300000,48.49250802535726,,,
2024-11-24 08:00:00,256.63000000,256.75000000,253.85000000,254.01,105872.89600000,41.61064587273679,SOLUSDT,0.00033189,256.84000000
2024-11-24 09:00:00,254.02000000,255.20000000,253.00000000,254.4,122356.96600000,42.90944967503505,,,
2024-11-24 10:00:00,254.39000000,254.57000000,248.55000000,251.95,225043.56600000,37.2968036310833,,,
2024-11-24 11:00:00,251.95000000,252.30000000,248.00000000,248.39,306684.76300000,30.95983030991613,,,
2024-11-24 12:00:00,248.39000000,250.21000000,240.93000000,244.81,454853.95200000,26.148410321316817,,,
2024-11-24 13:00:00,244.82000000,249.01000000,243.33000000,247.64,283846.86600000,34.77741660826497,,,
2024-11-24 14:00:00,247.64000000,247.81000000,244.30000000,247.31,197639.64700000,34.27451338103221,,,
2024-11-24 15:00:00,247.31000000,247.69000000,244.03000000,244.17,200980.99200000,29.851185973189686,,,
2024-11-24 16:00:00,244.18000000,248.65000000,243.66000000,246.84,193377.32900000,37.26518778540615,SOLUSDT,0.00025244,244.39219352
2024-11-24 17:00:00,246.84000000,248.09000000,245.37000000,247.55,103150.38100000,39.10817826941026,,,
